Timestamp,Panel 1 Watts,Panel 2 Watts,Panel 3 Watts,Panel 4 Watts,Temp 1 (C),Temp 2 (C),Temp 3 (C),Temp 4 (C),Wind Speed- m/s,Wind Direction- Degrees,Irradiance W/m^2,Ambient Temp,panel_1_theoretical_max_output_power,panel_2_theoretical_max_output_power,panel_3_theoretical_max_output_power,panel_4_theoretical_max_output_power,panel_1_output_efficiency,panel_2_output_efficiency,panel_3_output_efficiency,panel_4_output_efficiency,panel_1_output_watt_hours,panel_2_output_watt_hours,panel_3_output_watt_hours,panel_4_output_watt_hours,panel_1_output_watts_normalized,panel_2_output_watts_normalized,panel_3_output_watts_normalized,panel_4_output_watts_normalized,panel_1_output_watt_hours_normalized,panel_2_output_watt_hours_normalized,panel_3_output_watt_hours_normalized,panel_4_output_watt_hours_normalized
2021-12-05 00:00:04,0.0,0.0,0.0,0.0,-4.25,-5.0,-4.5,-4.25,2.744,112.6,0.0,-1.881,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:00:34,0.0,0.0,0.0,0.0,-4.31,-5.06,-4.56,-4.31,2.744,118.1,0.0,-1.848,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:01:04,0.0,0.0,0.0,0.0,-4.25,-5.06,-4.5,-4.31,1.921,119.5,0.0,-1.829,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:01:34,0.0,0.0,0.0,0.0,-4.19,-4.94,-4.37,-4.19,2.999,125.4,0.0,-1.811,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:02:04,0.0,0.0,0.0,0.0,-4.19,-4.94,-4.37,-4.19,2.764,100.1,0.0,-1.763,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:02:34,0.0,0.0,0.0,0.0,-4.19,-4.87,-4.31,-4.12,2.254,70.32,0.0,-1.751,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:03:04,0.0,0.0,0.0,0.0,-4.12,-4.81,-4.31,-4.12,1.764,119.7,0.0,-1.788,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:03:34,0.0,0.0,0.0,0.0,-4.19,-4.87,-4.31,-4.12,3.548,94.1,0.0,-1.81,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:04:04,0.0,0.0,0.0,0.0,-4.12,-4.81,-4.25,-4.12,1.901,120.5,0.0,-1.801,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:04:34,0.0,0.0,0.0,0.0,-4.06,-4.75,-4.25,-4.06,2.842,85.2,0.0,-1.795,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:05:04,0.0,0.0,0.0,0.0,-4.12,-4.75,-4.25,-4.06,2.215,97.8,0.0,-1.763,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:05:34,0.0,0.0,0.0,0.0,-4.06,-4.75,-4.25,-4.06,2.783,132.8,0.0,-1.767,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:06:04,0.0,0.0,0.0,0.0,-4.12,-4.75,-4.25,-4.12,3.508,98.0,0.0,-1.766,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:06:34,0.0,0.0,0.0,0.0,-4.12,-4.75,-4.31,-4.12,3.489,102.8,0.0,-1.745,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:07:04,0.0,0.0,0.0,0.0,-4.06,-4.69,-4.19,-4.06,3.45,109.1,0.0,-1.714,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:07:34,0.0,0.0,0.0,0.0,-4.06,-4.69,-4.19,-4.06,3.567,110.3,0.0,-1.738,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:08:04,0.0,0.0,0.0,0.0,-4.12,-4.75,-4.31,-4.12,3.077,116.2,0.0,-1.708,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:08:34,0.0,0.0,0.0,0.0,-4.12,-4.75,-4.31,-4.12,3.352,103.7,0.0,-1.707,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:09:04,0.0,0.0,0.0,0.0,-4.12,-4.75,-4.25,-4.12,2.215,108.4,0.0,-1.663,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:09:34,0.0,0.0,0.0,0.0,-4.12,-4.75,-4.25,-4.12,1.372,138.8,0.0,-1.66,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:10:04,0.0,0.0,0.0,0.0,-4.12,-4.75,-4.19,-4.12,0.96,123.5,0.0,-1.654,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:10:34,0.0,0.0,0.0,0.0,-4.12,-4.75,-4.31,-4.12,3.646,136.6,0.0,-1.681,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:11:04,0.0,0.0,0.0,0.0,-4.06,-4.75,-4.25,-4.12,2.724,110.2,0.0,-1.655,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:11:34,0.0,0.0,0.0,0.0,-4.06,-4.69,-4.19,-4.06,1.49,139.0,0.0,-1.663,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:12:04,0.0,0.0,0.0,0.0,-4.06,-4.62,-4.12,-4.0,0.529,101.6,0.0,-1.738,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:12:34,0.0,0.0,0.0,0.0,-4.06,-4.69,-4.25,-4.06,0.294,160.8,0.0,-1.8,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:13:04,0.0,0.0,0.0,0.0,-4.06,-4.75,-4.31,-4.12,0.902,114.6,0.0,-1.892,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:13:34,0.0,0.0,0.0,0.0,-4.0,-4.69,-4.25,-4.06,1.274,164.5,0.0,-1.923,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:14:04,0.0,0.0,0.0,0.0,-4.06,-4.69,-4.25,-4.12,0.941,171.2,0.0,-1.965,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:14:34,0.0,0.0,0.0,0.0,-4.06,-4.69,-4.31,-4.12,0.921,191.7,0.0,-2.115,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:15:04,0.0,0.0,0.0,0.0,-4.06,-4.75,-4.37,-4.12,0.47,215.3,0.0,-2.2,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:15:34,0.0,0.0,0.0,0.0,-4.06,-4.75,-4.31,-4.12,0.431,218.0,0.0,-2.283,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05 00:16:04,0.0,0.0,0.0,0.0,-4.12,-4.81,-4.31,-4.19,0.314,192.8,0.0,-2.359,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
