Timestamp,Panel 1 Watts,Panel 2 Watts,Panel 3 Watts,Panel 4 Watts,Temp 1 (C),Temp 2 (C),Temp 3 (C),Temp 4 (C),Wind Speed- m/s,Wind Direction- Degrees,Irradiance W/m^2,Ambient Temp,panel_1_theoretical_max_output_power,panel_2_theoretical_max_output_power,panel_3_theoretical_max_output_power,panel_4_theoretical_max_output_power,panel_1_output_efficiency,panel_2_output_efficiency,panel_3_output_efficiency,panel_4_output_efficiency,panel_1_output_watt_hours,panel_2_output_watt_hours,panel_3_output_watt_hours,panel_4_output_watt_hours,panel_1_output_watts_normalized,panel_2_output_watts_normalized,panel_3_output_watts_normalized,panel_4_output_watts_normalized,panel_1_output_watt_hours_normalized,panel_2_output_watt_hours_normalized,panel_3_output_watt_hours_normalized,panel_4_output_watt_hours_normalized
2021-10-24 00:00:00,0.0,0.0,0.0,0.0,14.63,14.81,14.69,14.81,0.666,11.09,0.0,15.62,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24 00:00:30,0.0,0.0,0.0,0.0,14.69,14.87,14.69,14.81,1.078,15.88,0.0,15.62,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24 00:01:00,0.0,0.0,0.0,0.0,14.69,14.87,14.69,14.81,1.176,10.32,0.0,15.61,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24 00:01:30,0.0,0.0,0.0,0.0,14.63,14.87,14.69,14.81,1.352,6.961,0.0,15.61,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24 00:02:00,0.0,0.0,0.0,0.0,14.69,14.87,14.69,14.81,1.274,0.531,0.0,15.61,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24 00:02:30,0.0,0.0,0.0,0.0,14.69,14.87,14.69,14.81,1.607,21.55,0.0,15.61,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24 00:03:00,0.0,0.0,0.0,0.0,14.63,14.81,14.69,14.81,1.823,12.12,0.0,15.62,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24 00:03:30,0.0,0.0,0.0,0.0,14.63,14.81,14.69,14.81,1.98,8.05,0.0,15.63,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24 00:04:00,0.0,0.0,0.0,0.0,14.63,14.81,14.69,14.81,2.176,3.999,0.0,15.62,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24 00:04:30,0.0,0.0,0.0,0.0,14.63,14.81,14.69,14.81,2.058,5.004,0.0,15.61,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
